Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26
6/19/2024;16:24:59;0;greeenland;0.08;7.48;5.3;-0.053;6.84;1.36;7.4;100.9;102.2;11.08;-0.075;0;7.2;1.72;1.72;5;6.43;19.4;11.159;-0.048;6.02;0
6/19/2024;16:25:01;0;greeenland;0.05;7.4;5.3;-0.053;6.84;1.35;7.4;100.9;102.2;11.08;-0.075;0;7.2;1.69;1.69;5;6.42;19.6;11.155;-0.052;6.02;0
6/19/2024;16:25:03;0;greeenland;0.03;7.33;5.3;-0.053;6.84;1.35;7.4;100.9;102.2;11.08;-0.075;0;7.2;1.69;1.69;5;6.42;19.5;11.15;-0.052;6.02;0
6/19/2024;16:25:05;0;greeenland;0.04;7.35;5.3;-0.053;6.83;1.35;7.4;100.8;102.2;11.08;-0.075;0;7.2;1.7;1.7;5;6.43;19;11.143;-0.054;6.02;0
6/19/2024;16:25:07;0;greeenland;0.01;7.25;5.3;-0.052;6.84;1.35;7.3;100.8;102.2;11.08;-0.075;0;7.2;1.69;1.69;5;6.44;18.4;11.136;-0.045;6.02;0
6/19/2024;16:25:09;0;greeenland;0.01;7.27;5.3;-0.052;6.84;1.35;7.3;100.8;102.2;11.08;-0.074;0;7.2;1.71;1.71;5;6.45;18.1;11.129;-0.053;6.01;0
6/19/2024;16:25:11;0;greeenland;-0.01;7.21;5.3;-0.052;6.85;1.36;7.3;100.8;102.2;11.09;-0.074;0;7.2;1.7;1.7;5;6.46;17.7;11.124;-0.047;6.01;0
6/19/2024;16:25:13;0;greeenland;0.01;7.27;5.3;-0.052;6.85;1.36;7.3;100.8;102.2;11.09;-0.074;0;7.2;1.67;1.67;5;6.46;17.3;11.121;-0.059;6.01;0
6/19/2024;16:25:15;0;greeenland;0.02;7.3;5.3;-0.052;6.85;1.36;7.3;100.8;102.2;11.09;-0.074;0;7.2;1.66;1.66;5;6.47;16.9;11.121;-0.043;6.01;0
6/19/2024;16:25:17;0;greeenland;0.03;7.32;5.3;-0.052;6.86;1.36;7.3;100.8;102.2;11.09;-0.074;0;7.2;1.63;1.63;5;6.51;14.8;11.122;-0.054;6.01;0
6/19/2024;16:25:19;0;greeenland;0.02;7.29;5.3;-0.052;6.87;1.36;7.4;100.8;102.2;11.09;-0.074;0;7.2;1.63;1.63;5;6.52;14;11.12;-0.042;6.01;0
6/19/2024;16:25:21;0;greeenland;0;7.24;5.3;-0.052;6.87;1.36;7.4;100.9;102.2;11.09;-0.074;0;7.2;1.62;1.62;5;6.56;11.8;11.121;-0.06;6.01;0
6/19/2024;16:25:23;0;greeenland;0;7.22;5.3;-0.052;6.87;1.37;7.4;100.9;102.2;11.09;-0.073;0;7.2;1.62;1.62;5;6.58;10.7;11.121;-0.049;6.01;0
6/19/2024;16:25:25;0;greeenland;0;7.22;5.3;-0.052;6.88;1.37;7.4;100.9;102.2;11.09;-0.074;0;7.2;1.64;1.64;5;6.51;14.5;11.118;-0.055;6.01;0
6/19/2024;16:25:27;0;greeenland;0.01;7.27;5.3;-0.052;6.88;1.37;7.4;100.9;102.2;11.1;-0.074;0;7.3;1.62;1.62;5;6.61;8.9;11.115;-0.054;6.01;0
6/19/2024;16:25:29;0;greeenland;0;7.22;5.3;-0.052;6.88;1.37;7.4;100.9;102.2;11.1;-0.074;0;7.3;1.63;1.63;5;6.64;7.1;11.113;-0.053;6.01;0
6/19/2024;16:25:31;0;greeenland;0.02;7.31;5.3;-0.052;6.88;1.37;7.4;100.9;102.3;11.1;-0.074;0;7.3;1.65;1.65;5;6.64;7.3;11.114;-0.056;6.01;0
6/19/2024;16:25:33;0;greeenland;0.05;7.37;5.3;-0.052;6.89;1.37;7.4;100.9;102.3;11.1;-0.074;0;7.2;1.66;1.66;5;6.63;7.9;11.114;-0.057;6.01;0
6/19/2024;16:25:35;0;greeenland;0.05;7.38;5.3;-0.052;6.88;1.37;7.4;100.9;102.3;11.1;-0.074;0;7.2;1.68;1.68;5;6.63;8.1;11.112;-0.056;6.01;0
6/19/2024;16:25:37;0;greeenland;0.01;7.28;5.3;-0.052;6.88;1.37;7.4;101;102.3;11.1;-0.074;0;7.2;1.68;1.68;5;6.63;7.9;11.113;-0.05;6.01;0
6/19/2024;16:25:39;0;greeenland;0;7.24;5.3;-0.053;6.87;1.36;7.3;101;102.3;11.11;-0.075;0;7.2;1.68;1.68;5;6.63;8;11.116;-0.058;6.02;0
6/19/2024;16:25:41;0;greeenland;0.02;7.3;5.3;-0.052;6.87;1.36;7.3;101;102.3;11.11;-0.075;0;7.2;1.66;1.66;5;6.62;8.2;11.114;-0.047;6.02;0
6/19/2024;16:25:43;0;greeenland;0.01;7.26;5.3;-0.053;6.87;1.36;7.3;101;102.4;11.11;-0.075;0;7.2;1.68;1.68;5;6.63;8.1;11.109;-0.059;6.02;0
6/19/2024;16:25:45;0;greeenland;0;7.24;5.3;-0.053;6.86;1.36;7.3;101;102.4;11.11;-0.075;0;7.2;1.68;1.68;5;6.62;8.2;11.1;-0.05;6.02;0
6/19/2024;16:25:47;0;greeenland;0.03;7.32;5.3;-0.054;6.86;1.36;7.3;101;102.4;11.11;-0.076;0;7.2;1.67;1.67;5;6.63;8;11.094;-0.058;6.02;0
6/19/2024;16:25:49;0;greeenland;0.03;7.33;5.3;-0.053;6.86;1.36;7.3;101;102.4;11.12;-0.076;0;7.2;1.69;1.69;5;6.63;7.9;11.086;-0.054;6.01;0
6/19/2024;16:25:51;0;greeenland;0.03;7.34;5.3;-0.053;6.86;1.36;7.3;101;102.4;11.12;-0.076;0;7.2;1.7;1.7;5;6.63;7.9;11.077;-0.05;6.01;0
6/19/2024;16:25:53;0;greeenland;0.03;7.33;5.3;-0.053;6.86;1.36;7.3;101;102.4;11.12;-0.076;0;7.2;1.7;1.7;5;6.63;7.8;11.07;-0.054;6.01;0
6/19/2024;16:25:55;0;greeenland;0.03;7.31;5.3;-0.053;6.87;1.37;7.3;101;102.4;11.13;-0.076;0;7.2;1.71;1.71;5;6.63;7.7;11.064;-0.059;6.01;0
6/19/2024;16:25:57;0;greeenland;0.04;7.35;5.3;-0.054;6.86;1.36;7.3;101.1;102.4;11.13;-0.077;0;7.2;1.71;1.71;5;6.63;7.6;11.061;-0.049;6.01;0
6/19/2024;16:25:59;0;greeenland;-0.01;7.21;5.3;-0.054;6.86;1.36;7.3;101.1;102.4;11.13;-0.077;0;7.2;1.74;1.74;5;6.63;7.6;11.057;-0.058;6.01;0
6/19/2024;16:26:01;0;greeenland;0.04;7.35;5.3;-0.054;6.86;1.36;7.3;101.1;102.4;11.13;-0.077;0;7.2;1.72;1.72;5;6.64;7.5;11.053;-0.053;6.01;0
6/19/2024;16:26:03;0;greeenland;0.04;7.36;5.3;-0.054;6.86;1.36;7.3;101.1;102.4;11.13;-0.077;0;7.2;1.72;1.72;5;6.64;7.2;11.048;-0.06;6.01;0
6/19/2024;16:26:05;0;greeenland;0.05;7.39;5.3;-0.054;6.86;1.36;7.3;101.1;102.4;11.13;-0.077;0;7.2;1.72;1.72;5;6.64;7.2;11.044;-0.051;6.01;0
6/19/2024;16:26:07;0;greeenland;0.03;7.31;5.3;-0.054;6.86;1.36;7.3;101;102.4;11.13;-0.077;0;7.2;1.7;1.7;5;6.64;7;11.037;-0.061;6.01;0
6/19/2024;16:26:09;0;greeenland;0.06;7.41;5.3;-0.054;6.86;1.36;7.3;101;102.4;11.13;-0.076;0;7.2;1.68;1.68;5;6.65;7;11.03;-0.05;6.01;0
6/19/2024;16:26:11;0;greeenland;0.02;7.3;5.3;-0.054;6.85;1.36;7.3;101;102.4;11.13;-0.077;0;7.2;1.69;1.69;5;6.65;6.9;11.022;-0.061;6;0
6/19/2024;16:26:13;0;greeenland;-0.03;7.15;5.3;-0.054;6.86;1.36;7.3;101;102.4;11.13;-0.077;0;7.2;1.68;1.68;5;6.65;6.8;11.014;-0.049;6;0
6/19/2024;16:26:15;0;greeenland;0.01;7.27;5.3;-0.054;6.86;1.36;7.4;101;102.3;11.13;-0.077;0;7.2;1.67;1.67;5;6.65;7;11.002;-0.053;6;0
6/19/2024;16:26:17;0;greeenland;0.02;7.3;5.3;-0.054;6.87;1.36;7.4;100.9;102.3;11.13;-0.076;0;7.2;1.65;1.65;5;6.64;7.1;10.988;-0.048;6;0
6/19/2024;16:26:19;0;greeenland;0;7.22;5.3;-0.054;6.88;1.37;7.4;100.9;102.3;11.13;-0.077;0;7.2;1.65;1.65;5;6.64;7.2;10.974;-0.059;6;0
6/19/2024;16:26:21;0;greeenland;-0.01;7.2;5.3;-0.054;6.87;1.37;7.4;100.9;102.2;11.13;-0.077;0;7.2;1.65;1.65;5;6.64;7.2;10.961;-0.057;6.01;0
6/19/2024;16:26:23;0;greeenland;-0.01;7.21;5.3;-0.054;6.87;1.37;7.4;100.9;102.2;11.14;-0.077;0;7.2;1.63;1.63;5;6.64;7.3;10.953;-0.049;6.01;0
6/19/2024;16:26:25;0;greeenland;0;7.23;5.3;-0.054;6.88;1.37;7.3;100.8;102.2;11.13;-0.077;0;7.2;1.64;1.64;5;6.6;9.4;10.953;-0.055;6.01;0
6/19/2024;16:26:27;0;greeenland;-0.02;7.17;5.3;-0.054;6.88;1.37;7.3;100.9;102.2;11.13;-0.077;0;7.2;1.68;1.68;5;6.75;1.4;10.957;-0.052;6.01;0
6/19/2024;16:26:29;0;greeenland;-0.01;7.19;5.3;-0.054;6.89;1.37;7.3;100.9;102.2;11.14;-0.077;0;7.2;1.66;1.66;5;6.72;2.6;10.967;-0.054;6.01;0
6/19/2024;16:26:31;0;greeenland;0;7.25;5.3;-0.054;6.89;1.37;7.3;100.9;102.3;11.14;-0.077;0;7.2;1.65;1.65;5;6.8;-1.8;10.981;-0.051;6.01;0
6/19/2024;16:26:33;0;greeenland;0.02;7.3;5.3;-0.054;6.88;1.37;7.3;101;102.3;11.14;-0.077;0;7.2;1.66;1.66;5;6.72;2.7;10.999;-0.049;6.01;0
6/19/2024;16:26:35;0;greeenland;0.04;7.37;5.3;-0.054;6.87;1.36;7.3;101;102.3;11.13;-0.077;0;7.2;1.69;1.69;5;6.75;1.1;11.017;-0.055;6.01;0
6/19/2024;16:26:37;0;greeenland;0.06;7.41;5.3;-0.054;6.87;1.36;7.3;101;102.4;11.13;-0.077;0;7.2;1.71;1.71;5;6.76;0.7;11.028;-0.051;6.01;0
6/19/2024;16:26:39;0;greeenland;0.07;7.45;5.3;-0.054;6.87;1.36;7.3;101;102.4;11.13;-0.077;0;7.2;1.7;1.7;5;6.77;-0.1;11.036;-0.055;6.01;0
6/19/2024;16:26:41;0;greeenland;0.07;7.43;5.3;-0.054;6.88;1.37;7.3;101.1;102.4;11.13;-0.077;0;7.2;1.71;1.71;5;6.77;0.1;11.043;-0.055;6.01;0
6/19/2024;16:26:43;0;greeenland;0.05;7.39;5.3;-0.054;6.89;1.37;7.3;101.1;102.4;11.14;-0.077;0;7.2;1.73;1.73;5;6.77;0;11.048;-0.055;6.01;0
6/19/2024;16:26:45;0;greeenland;0.05;7.39;5.3;-0.054;6.89;1.37;7.3;101.1;102.4;11.14;-0.076;0;7.2;1.71;1.71;5;6.77;-0.1;11.052;-0.056;6.01;0
6/19/2024;16:26:47;0;greeenland;0.04;7.34;5.3;-0.054;6.89;1.37;7.3;101.1;102.5;11.14;-0.076;0;7.2;1.73;1.73;5;6.78;-0.3;11.056;-0.046;6.01;0
6/19/2024;16:26:49;0;greeenland;0.02;7.29;5.3;-0.054;6.89;1.37;7.3;101.2;102.5;11.14;-0.076;0;7.2;1.73;1.73;5;6.78;-0.3;11.06;-0.059;6.01;0
6/19/2024;16:26:51;0;greeenland;0.02;7.29;5.3;-0.053;6.89;1.37;7.3;101.2;102.5;11.14;-0.076;0;7.2;1.71;1.71;5;6.78;-0.6;11.065;-0.044;6;0
6/19/2024;16:26:53;0;greeenland;0.02;7.28;5.3;-0.054;6.9;1.37;7.3;101.2;102.5;11.14;-0.076;0;7.2;1.72;1.72;5;6.78;-0.7;11.07;-0.061;6;0
6/19/2024;16:26:55;0;greeenland;0.02;7.3;5.3;-0.053;6.92;1.38;7.3;101.2;102.5;11.14;-0.076;0;7.2;1.72;1.72;5;6.78;-0.7;11.074;-0.047;6;0
6/19/2024;16:26:57;0;greeenland;0.03;7.34;5.3;-0.054;6.92;1.38;7.3;101.2;102.5;11.14;-0.077;0;7.2;1.7;1.7;5;6.78;-0.5;11.075;-0.054;6;0
6/19/2024;16:26:59;0;greeenland;0.04;7.35;5.3;-0.053;6.91;1.38;7.3;101.2;102.5;11.14;-0.076;0;7.2;1.72;1.72;5;6.78;-0.5;11.075;-0.055;6;0
6/19/2024;16:27:01;0;greeenland;0.05;7.4;5.3;-0.053;6.91;1.38;7.3;101.2;102.5;11.14;-0.076;0;7.2;1.72;1.72;5;6.81;-2.4;11.072;-0.047;6.01;0
6/19/2024;16:27:03;0;greeenland;0.06;7.42;5.3;-0.053;6.91;1.38;7.3;101.2;102.5;11.14;-0.076;0;7.2;1.72;1.72;5;6.73;2.3;11.068;-0.056;6.01;0
6/19/2024;16:27:05;0;greeenland;0.06;7.4;5.3;-0.054;6.91;1.38;7.3;101.2;102.5;11.14;-0.076;0;7.2;1.72;1.72;5;6.75;1.1;11.063;-0.049;6.01;0
6/19/2024;16:27:07;0;greeenland;0.05;7.4;5.3;-0.053;6.9;1.38;7.3;101.2;102.5;11.14;-0.076;0;7.2;1.7;1.7;5;6.74;1.5;11.058;-0.054;6.01;0
6/19/2024;16:27:09;0;greeenland;0.05;7.38;5.3;-0.053;6.91;1.38;7.3;101.1;102.5;11.14;-0.076;0;7.2;1.69;1.69;5;6.73;2.2;11.054;-0.048;6.01;0
6/19/2024;16:27:11;0;greeenland;0.03;7.32;5.3;-0.053;6.91;1.38;7.3;101.1;102.5;11.14;-0.076;0;7.2;1.67;1.67;5;6.72;2.9;11.05;-0.055;6;0
6/19/2024;16:27:13;0;greeenland;0.02;7.28;5.3;-0.053;6.9;1.38;7.3;101.1;102.5;11.14;-0.076;0;7.2;1.67;1.67;5;6.71;3.4;11.044;-0.053;6;0
6/19/2024;16:27:15;0;greeenland;0.02;7.28;5.3;-0.053;6.89;1.37;7.3;101.1;102.4;11.14;-0.076;0;7.2;1.67;1.67;5;6.7;3.9;11.038;-0.053;6;0
6/19/2024;16:27:17;0;greeenland;0;7.24;5.3;-0.053;6.9;1.37;7.4;101.1;102.4;11.14;-0.076;0;7.2;1.67;1.67;5;6.7;3.9;11.031;-0.054;6;0
6/19/2024;16:27:19;0;greeenland;0.01;7.26;5.3;-0.054;6.91;1.38;7.4;101;102.4;11.14;-0.076;0;7.2;1.66;1.66;5;6.7;3.7;11.024;-0.059;6;0
6/19/2024;16:27:21;0;greeenland;0.04;7.36;5.3;-0.053;6.9;1.38;7.4;101;102.4;11.14;-0.076;0;7.2;1.65;1.65;5;6.71;3.6;11.018;-0.054;6.01;0
6/19/2024;16:27:23;0;greeenland;0.05;7.4;5.3;-0.054;6.9;1.37;7.4;101;102.4;11.14;-0.076;0;7.2;1.68;1.68;5;6.71;3.6;11.014;-0.049;6.01;0
6/19/2024;16:27:25;0;greeenland;0.01;7.27;5.3;-0.053;6.89;1.37;7.4;101;102.4;11.14;-0.076;0;7.2;1.66;1.66;5;6.71;3.4;11.013;-0.054;6.01;0
6/19/2024;16:27:27;0;greeenland;0.01;7.25;5.3;-0.054;6.89;1.37;7.4;101;102.4;11.14;-0.076;0;7.2;1.66;1.66;5;6.71;3.6;11.014;-0.056;6.01;0
6/19/2024;16:27:29;0;greeenland;0;7.22;5.3;-0.054;6.89;1.37;7.4;101;102.4;11.14;-0.076;0;7.2;1.65;1.65;5;6.7;3.8;11.016;-0.054;6.01;0
6/19/2024;16:27:31;0;greeenland;0.01;7.27;5.3;-0.053;6.89;1.37;7.3;101;102.4;11.14;-0.076;0;7.2;1.65;1.65;5;6.7;4;11.017;-0.056;6.01;0
6/19/2024;16:27:33;0;greeenland;0;7.24;5.3;-0.053;6.89;1.37;7.3;101;102.3;11.13;-0.076;0;7.2;1.67;1.67;5;6.7;4;11.017;-0.045;6.01;0
6/19/2024;16:27:35;0;greeenland;0.03;7.32;5.3;-0.053;6.88;1.37;7.3;101;102.3;11.13;-0.076;0;7.2;1.66;1.66;5;6.7;3.9;11.016;-0.06;6.01;0
6/19/2024;16:27:37;0;greeenland;0.01;7.28;5.3;-0.053;6.88;1.37;7.3;101;102.3;11.13;-0.076;0;7.2;1.65;1.65;5;6.71;3.6;11.014;-0.046;6.01;0
6/19/2024;16:27:39;0;greeenland;0.01;7.27;5.3;-0.054;6.88;1.37;7.3;101;102.3;11.13;-0.076;0;7.2;1.67;1.67;5;6.71;3.4;11.012;-0.06;6.01;0
6/19/2024;16:27:41;0;greeenland;0.03;7.33;5.3;-0.054;6.89;1.37;7.3;101;102.3;11.14;-0.076;0;7.2;1.66;1.66;5;6.71;3.2;11.011;-0.054;6.01;0
6/19/2024;16:27:43;0;greeenland;0;7.23;5.3;-0.054;6.88;1.37;7.3;101;102.3;11.13;-0.076;0;7.2;1.63;1.63;5;6.71;3.3;11.011;-0.054;6.01;0
6/19/2024;16:27:45;0;greeenland;-0.03;7.14;5.3;-0.054;6.89;1.37;7.3;101;102.4;11.14;-0.077;0;7.2;1.65;1.65;5;6.71;3.6;11.011;-0.06;6.01;0
6/19/2024;16:27:47;0;greeenland;-0.03;7.13;5.3;-0.054;6.89;1.37;7.3;101;102.4;11.14;-0.076;0;7.2;1.66;1.66;5;6.7;3.8;11.011;-0.054;6.01;0
6/19/2024;16:27:49;0;greeenland;-0.03;7.13;5.3;-0.054;6.89;1.37;7.3;101;102.4;11.14;-0.077;0;7.2;1.67;1.67;5;6.7;4;11.011;-0.057;6.01;0
6/19/2024;16:27:51;0;greeenland;-0.05;7.08;5.3;-0.054;6.88;1.37;7.3;101;102.3;11.13;-0.077;0;7.2;1.67;1.67;5;6.7;4.2;11.011;-0.054;6.01;0
6/19/2024;16:27:53;0;greeenland;-0.06;7.06;5.3;-0.054;6.88;1.37;7.3;101;102.3;11.13;-0.077;0;7.2;1.67;1.67;5;6.7;4.1;11.012;-0.055;6.01;0
6/19/2024;16:27:55;0;greeenland;0.01;7.25;5.3;-0.054;6.9;1.37;7.3;100.9;102.3;11.13;-0.077;0;7.2;1.69;1.69;5;6.7;4.1;11.012;-0.05;6.01;0
6/19/2024;16:27:57;0;greeenland;-0.01;7.2;5.3;-0.054;6.89;1.37;7.3;100.9;102.3;11.13;-0.077;0;7.2;1.69;1.69;5;6.7;4.2;11.014;-0.059;6.01;0
6/19/2024;16:27:59;0;greeenland;0.03;7.32;5.3;-0.054;6.89;1.37;7.3;100.9;102.3;11.13;-0.077;0;7.2;1.69;1.69;5;6.7;4.1;11.017;-0.047;6.01;0
6/19/2024;16:28:01;0;greeenland;0.04;7.35;5.3;-0.054;6.9;1.37;7.3;101;102.3;11.13;-0.077;0;7.2;1.69;1.69;5;6.7;4.1;11.021;-0.054;6.01;0
6/19/2024;16:28:03;0;greeenland;0.07;7.45;5.3;-0.054;6.91;1.38;7.3;101;102.3;11.13;-0.077;0;7.2;1.72;1.72;5;6.79;-1.4;11.027;-0.053;6.01;0
6/19/2024;16:28:05;0;greeenland;0.05;7.37;5.3;-0.054;6.91;1.38;7.3;101;102.4;11.13;-0.077;0;7.2;1.74;1.74;5;6.77;-0.1;11.032;-0.06;6.01;0
6/19/2024;16:28:07;0;greeenland;0.05;7.39;5.3;-0.054;6.9;1.38;7.3;101;102.4;11.13;-0.077;0;7.2;1.74;1.74;5;6.79;-1.1;11.037;-0.055;6.01;0
6/19/2024;16:28:09;0;greeenland;0.05;7.39;5.3;-0.054;6.91;1.38;7.3;101.1;102.4;11.13;-0.077;0;7.2;1.72;1.72;5;6.76;0.8;11.041;-0.048;6.01;0
6/19/2024;16:28:11;0;greeenland;0.05;7.38;5.3;-0.054;6.92;1.38;7.3;101.1;102.4;11.14;-0.076;0;7.2;1.71;1.71;5;6.75;1.4;11.044;-0.053;6.01;0
6/19/2024;16:28:13;0;greeenland;0.03;7.33;5.3;-0.054;6.93;1.38;7.3;101.1;102.4;11.14;-0.076;0;7.2;1.67;1.67;5;6.74;1.6;11.048;-0.047;6.01;0
6/19/2024;16:28:15;0;greeenland;0.03;7.31;5.3;-0.054;6.93;1.38;7.3;101.1;102.4;11.14;-0.076;0;7.2;1.65;1.65;5;6.75;1;11.05;-0.055;6.01;0
6/19/2024;16:28:17;0;greeenland;0.05;7.37;5.3;-0.054;6.93;1.38;7.3;101.1;102.4;11.14;-0.076;0;7.2;1.65;1.65;5;6.76;0.7;11.051;-0.05;6.01;0
6/19/2024;16:28:19;0;greeenland;0.03;7.32;5.3;-0.054;6.93;1.38;7.3;101.1;102.4;11.13;-0.076;0;7.2;1.67;1.67;5;6.75;0.9;11.054;-0.058;6.01;0
6/19/2024;16:28:21;0;greeenland;0.03;7.32;5.3;-0.053;6.91;1.38;7.3;101.1;102.4;11.13;-0.076;0;7.2;1.67;1.67;5;6.75;1.3;11.056;-0.054;6.01;0
6/19/2024;16:28:23;0;greeenland;0.02;7.28;5.3;-0.053;6.91;1.38;7.3;101.1;102.4;11.13;-0.076;0;7.2;1.67;1.67;5;6.74;1.8;11.058;-0.053;6.01;0
6/19/2024;16:28:25;0;greeenland;0.02;7.3;5.3;-0.054;6.91;1.38;7.3;101;102.4;11.13;-0.076;0;7.2;1.67;1.67;5;6.73;2.2;11.059;-0.056;6.01;0
6/19/2024;16:28:27;0;greeenland;0.03;7.33;5.3;-0.054;6.91;1.38;7.3;101;102.3;11.12;-0.076;0;7.2;1.66;1.66;5;6.73;2.5;11.062;-0.055;6.01;0
6/19/2024;16:28:29;0;greeenland;0.02;7.29;5.3;-0.053;6.9;1.38;7.3;101;102.3;11.12;-0.076;0;7.2;1.68;1.68;5;6.72;2.9;11.063;-0.051;6.01;0
6/19/2024;16:28:31;0;greeenland;0;7.24;5.3;-0.054;6.91;1.38;7.3;100.9;102.3;11.11;-0.076;0;7.2;1.7;1.7;5;6.71;3.3;11.064;-0.05;6.01;0
6/19/2024;16:28:33;0;greeenland;-0.01;7.21;5.3;-0.053;6.92;1.38;7.3;100.9;102.2;11.11;-0.076;0;7.2;1.72;1.72;5;6.71;3.4;11.066;-0.052;6.01;0
6/19/2024;16:28:35;0;greeenland;0.01;7.27;5.3;-0.053;6.91;1.38;7.3;100.9;102.2;11.11;-0.076;0;7.2;1.73;1.73;5;6.71;3.5;11.067;-0.049;6.01;0
6/19/2024;16:28:37;0;greeenland;0;7.22;5.3;-0.053;6.91;1.38;7.3;100.9;102.3;11.11;-0.076;0;7.2;1.73;1.73;5;6.7;3.8;11.07;-0.054;6.01;0
6/19/2024;16:28:39;0;greeenland;-0.02;7.18;5.3;-0.053;6.91;1.38;7.3;100.9;102.3;11.11;-0.076;0;7.2;1.71;1.71;5;6.7;4;11.071;-0.061;6.01;0
6/19/2024;16:28:41;0;greeenland;0.01;7.25;5.3;-0.054;6.92;1.38;7.3;101;102.3;11.12;-0.076;0;7.2;1.69;1.69;5;6.7;4;11.071;-0.046;6.01;0
6/19/2024;16:28:43;0;greeenland;0.04;7.37;5.3;-0.054;6.93;1.39;7.3;101;102.3;11.12;-0.076;0;7.2;1.7;1.7;5;6.7;3.9;11.072;-0.057;6.01;0
6/19/2024;16:28:45;0;greeenland;0.05;7.38;5.3;-0.053;6.93;1.38;7.3;101;102.4;11.12;-0.076;0;7.2;1.7;1.7;5;6.7;3.7;11.074;-0.046;6.01;0
6/19/2024;16:28:47;0;greeenland;0.05;7.39;5.3;-0.054;6.95;1.39;7.3;101;102.4;11.12;-0.076;0;7.2;1.72;1.72;5;6.71;3.3;11.075;-0.061;6.01;0
6/19/2024;16:28:49;0;greeenland;0.05;7.4;5.3;-0.053;6.95;1.39;7.3;101;102.4;11.12;-0.076;0;7.2;1.73;1.73;5;6.72;3;11.079;-0.043;6.01;0
6/19/2024;16:28:51;0;greeenland;0.07;7.45;5.3;-0.054;6.96;1.39;7.3;101;102.4;11.12;-0.077;0;7.2;1.72;1.72;5;6.72;2.7;11.083;-0.06;6.01;0
6/19/2024;16:28:53;0;greeenland;0.03;7.32;5.3;-0.054;6.95;1.39;7.3;101;102.4;11.12;-0.076;0;7.2;1.69;1.69;5;6.73;2.3;11.087;-0.047;6.01;0
6/19/2024;16:28:55;0;greeenland;0;7.24;5.3;-0.054;6.94;1.39;7.3;101.1;102.4;11.12;-0.076;0;7.2;1.7;1.7;5;6.74;1.9;11.093;-0.053;6.01;0
6/19/2024;16:28:57;0;greeenland;0.01;7.25;5.3;-0.053;6.94;1.39;7.3;101.1;102.4;11.12;-0.076;0;7.2;1.7;1.7;5;6.74;1.5;11.099;-0.052;6.01;0
6/19/2024;16:28:59;0;greeenland;0.01;7.25;5.3;-0.053;6.94;1.39;7.3;101;102.4;11.12;-0.076;0;7.2;1.69;1.69;5;6.75;1.2;11.103;-0.049;6.01;0
6/19/2024;16:29:01;0;greeenland;0.01;7.26;5.3;-0.053;6.95;1.39;7.3;101;102.4;11.12;-0.076;0;7.2;1.69;1.69;5;6.75;1;11.106;-0.054;6;0
6/19/2024;16:29:03;0;greeenland;0.01;7.27;5.3;-0.053;6.93;1.38;7.3;101.1;102.4;11.12;-0.076;0;7.2;1.72;1.72;5;6.76;0.8;11.108;-0.055;6;0
6/19/2024;16:29:05;0;greeenland;0.03;7.33;5.3;-0.053;6.93;1.38;7.3;101.1;102.4;11.12;-0.076;0;7.2;1.7;1.7;5;6.76;0.8;11.114;-0.053;6;0
6/19/2024;16:29:07;0;greeenland;0.02;7.29;5.3;-0.053;6.92;1.38;7.3;101.1;102.4;11.11;-0.076;0;7.2;1.68;1.68;5;6.76;0.6;11.121;-0.052;6;0
6/19/2024;16:29:09;0;greeenland;0.03;7.34;5.3;-0.053;6.91;1.38;7.3;101.1;102.4;11.11;-0.076;0;7.2;1.67;1.67;5;6.76;0.5;11.126;-0.053;6;0
6/19/2024;16:29:11;0;greeenland;0.03;7.32;5.3;-0.053;6.9;1.37;7.3;101.1;102.4;11.11;-0.076;0;7.2;1.66;1.66;5;6.77;0.2;11.133;-0.053;6;0
6/19/2024;16:29:13;0;greeenland;0.02;7.31;5.3;-0.054;6.9;1.38;7.3;101.1;102.5;11.11;-0.076;0;7.2;1.66;1.66;5;6.88;-6.2;11.14;-0.052;6;0
6/19/2024;16:29:15;0;greeenland;0.03;7.32;5.3;-0.053;6.91;1.38;7.3;101.1;102.5;11.11;-0.076;0;7.2;1.66;1.66;5;6.89;-7;11.146;-0.05;6;0
6/19/2024;16:29:17;0;greeenland;0;7.24;5.3;-0.053;6.91;1.38;7.3;101.1;102.5;11.12;-0.076;0;7.1;1.64;1.64;5;6.86;-5;11.148;-0.056;6;0
6/19/2024;16:29:19;0;greeenland;0.03;7.32;5.3;-0.053;6.9;1.38;7.3;101.2;102.5;11.12;-0.076;0;7.1;1.64;1.64;5;6.85;-4.6;11.146;-0.054;6;0
6/19/2024;16:29:21;0;greeenland;0.03;7.33;5.3;-0.053;6.89;1.37;7.3;101.2;102.5;11.12;-0.076;0;7.1;1.61;1.61;5;6.85;-4.3;11.146;-0.048;6;0
6/19/2024;16:29:23;0;greeenland;0.04;7.36;5.3;-0.053;6.89;1.37;7.3;101.2;102.6;11.12;-0.076;0;7.2;1.6;1.6;5;6.85;-4.3;11.145;-0.054;6;0
6/19/2024;16:29:25;0;greeenland;0.04;7.37;5.3;-0.053;6.89;1.37;7.3;101.2;102.6;11.13;-0.076;0;7.2;1.59;1.59;5;6.84;-3.9;11.144;-0.053;6;0
